phase,sponsor_type,enrollment_count,intervention_type,n_arms,has_dmc,allocation,masking,primary_purpose,n_primary_outcomes,n_secondary_outcomes,outcomes_ratio,n_locations,is_multicenter,has_us_site,n_collaborators,abandoned
NA,OTHER,21.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,0,1,0
PHASE3,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,0,0,0.0,114,1,1,1,0
NA,OTHER,0.0,DEVICE,9,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,3,0,0.0,1,0,0,0,1
NA,OTHER,6.0,PROCEDURE,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,1,0,0,0,0
NA,OTHER,0.0,PROCEDURE,0,1.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,1,1.0,1,0,0,0,1
NA,OTHER,165.0,BEHAVIORAL,2,0.0,RANDOMIZED,QUADRUPLE,SUPPORTIVE_CARE,1,6,6.0,2,1,0,3,0
PHASE1/PHASE2,OTHER,10.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,9,2,0.2222222222222222,1,0,0,0,0
NA,OTHER,103.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,TRIPLE,PREVENTION,1,4,4.0,1,0,0,1,0
PHASE3,INDUSTRY,2014.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,3,3.0,127,1,1,0,0
PHASE2,OTHER,0.0,DRUG,2,,RANDOMIZED,NONE,TREATMENT,1,7,7.0,0,0,0,0,1
NA,OTHER,68.0,PROCEDURE,3,0.0,NON_RANDOMIZED,NONE,BASIC_SCIENCE,2,15,7.5,0,0,0,0,0
NA,OTHER,45.0,PROCEDURE,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,0,0.0,1,0,0,0,0
NA,OTHER,80.0,DIAGNOSTIC_TEST,2,0.0,RANDOMIZED,TRIPLE,PREVENTION,2,0,0.0,1,0,0,1,0
PHASE2,INDUSTRY,205.0,DRUG,3,,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,12,1,1,0,0
PHASE1,NIH,0.0,DRUG,0,,RANDOMIZED,NONE,OTHER,1,1,1.0,0,0,0,0,1
NA,FED,48.0,OTHER,4,1.0,RANDOMIZED,SINGLE,TREATMENT,49,0,0.0,1,0,1,2,0
NA,NIH,,BEHAVIORAL,0,,RANDOMIZED,NONE,UNKNOWN,0,0,0.0,0,0,0,0,0
NA,OTHER,40.0,DRUG,4,0.0,NON_RANDOMIZED,TRIPLE,TREATMENT,1,3,3.0,1,0,0,0,0
PHASE2/PHASE3,OTHER,0.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,5,5.0,1,0,0,0,1
PHASE4,OTHER,204.0,DRUG,0,,RANDOMIZED,NONE,TREATMENT,1,2,2.0,1,0,0,1,0
NA,OTHER,34.0,DEVICE,3,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,1,1.0,1,0,1,0,0
NA,OTHER,100.0,COMBINATION_PRODUCT,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,2,1,0.5,1,0,0,0,0
PHASE4,OTHER,801.0,DRUG,2,1.0,RANDOMIZED,SINGLE,TREATMENT,2,19,9.5,1,0,0,0,0
PHASE1,INDUSTRY,24.0,DRUG,4,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,0,0,0,1,0
NA,OTHER,65.0,DEVICE,2,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,1,1,0
NA,OTHER,74.0,OTHER,2,1.0,RANDOMIZED,TRIPLE,SUPPORTIVE_CARE,6,6,1.0,1,0,0,1,0
NA,INDUSTRY,42.0,DRUG,3,,NON_RANDOMIZED,NONE,DIAGNOSTIC,2,5,2.5,1,0,0,0,0
PHASE4,OTHER,1120.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,SCREENING,1,3,3.0,2,1,0,0,0
PHASE2,INDUSTRY,87.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,PREVENTION,1,9,9.0,12,1,1,0,1
PHASE1/PHASE2,OTHER,100.0,PROCEDURE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,3,3,1.0,3,1,0,3,0
NA,OTHER,20.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,3,1.5,2,1,1,2,0
PHASE1,OTHER,5.0,DRUG,3,0.0,NON_RANDOMIZED,SINGLE,PREVENTION,1,2,2.0,1,0,1,0,0
NA,OTHER,62.0,OTHER,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,3,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,24.0,BIOLOGICAL,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,4,1,0,0,0
PHASE4,INDUSTRY,448.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,2,2.0,31,1,0,0,0
NA,OTHER,67.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,2,1.0,1,0,1,0,0
PHASE3,INDUSTRY,230.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,9,9.0,31,1,1,0,0
PHASE2,OTHER,162.0,DEVICE,3,1.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,13,1,1,1,0
PHASE3,INDUSTRY,0.0,BIOLOGICAL,2,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,5,9,1.8,3,1,0,0,1
PHASE2,INDUSTRY,243.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,1,1,1.0,34,1,1,0,0
NA,OTHER,546.0,OTHER,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,2,5,2.5,1,0,0,0,0
PHASE2,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE3,INDUSTRY,576.0,DRUG,7,,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,0,0,0,0,0
NA,OTHER,100.0,OTHER,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,6,6.0,1,0,0,5,0
NA,NIH,18.0,BEHAVIORAL,3,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,1,0,0
PHASE2,OTHER,0.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,2,9,4.5,1,0,1,1,1
NA,OTHER,26.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,0,0.0,1,0,0,0,0
NA,OTHER,0.0,DEVICE,4,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,6,6.0,0,0,0,0,1
NA,OTHER,20.0,PROCEDURE,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,0,0.0,1,0,1,0,0
PHASE1,INDUSTRY,70.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,5,1,0.2,5,1,1,0,0
NA,OTHER,13.0,OTHER,2,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,1,10,10.0,1,0,0,3,0
PHASE4,OTHER,62.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,2,1,0,0,0
NA,OTHER,36.0,OTHER,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,3,5,1.6666666666666667,1,0,0,1,0
NA,OTHER,50.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,1,2,2.0,1,0,0,0,0
NA,OTHER,60.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,TREATMENT,27,0,0.0,1,0,1,0,0
PHASE3,OTHER,52.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,1,1,0
NA,OTHER,122.0,OTHER,4,0.0,RANDOMIZED,SINGLE,OTHER,1,0,0.0,1,0,1,0,0
PHASE1/PHASE2,INDUSTRY,84.0,DRUG,5,1.0,RANDOMIZED,DOUBLE,TREATMENT,3,0,0.0,1,0,0,1,0
PHASE2,INDUSTRY,200.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,4,4.0,19,1,0,0,0
NA,OTHER,18.0,DEVICE,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,2,2.0,1,0,0,0,1
NA,OTHER,73.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,1,0,0.0,1,0,1,0,0
EARLY_PHASE1,OTHER,15.0,DRUG,3,0.0,NON_RANDOMIZED,NONE,TREATMENT,5,0,0.0,1,0,1,0,0
NA,OTHER,55.0,PROCEDURE,4,,NON_RANDOMIZED,NONE,OTHER,1,1,1.0,1,0,0,0,0
PHASE2/PHASE3,INDUSTRY,0.0,DRUG,0,,NON_RANDOMIZED,NONE,TREATMENT,1,3,3.0,20,1,0,0,1
PHASE4,OTHER,183.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,HEALTH_SERVICES_RESEARCH,3,3,1.0,1,0,1,2,0
PHASE4,INDUSTRY,564.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,0,0,0,1,0
PHASE3,OTHER,71.0,COMBINATION_PRODUCT,2,0.0,RANDOMIZED,NONE,TREATMENT,1,9,9.0,1,0,0,0,0
PHASE2/PHASE3,INDUSTRY,90.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,11,11.0,2,1,0,2,0
PHASE4,OTHER,24.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,1,1,1.0,1,0,0,0,0
PHASE2,OTHER,168.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,1,0,0,3,0
PHASE2,OTHER,1.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,7,7.0,1,0,1,1,1
EARLY_PHASE1,OTHER,6.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,13,13.0,1,0,1,0,1
PHASE1,INDUSTRY,40.0,DRUG,5,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,1,0,1,0,0
PHASE1,OTHER,50.0,DRUG,6,0.0,RANDOMIZED,DOUBLE,TREATMENT,3,33,11.0,6,1,0,0,0
NA,OTHER,74.0,OTHER,2,0.0,RANDOMIZED,NONE,TREATMENT,2,1,0.5,1,0,0,0,0
PHASE4,OTHER,100.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,PREVENTION,1,3,3.0,1,0,0,0,0
PHASE2,INDUSTRY,121.0,BIOLOGICAL,4,,RANDOMIZED,TRIPLE,PREVENTION,15,7,0.4666666666666667,11,1,1,0,0
NA,OTHER,100.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,77.0,DRUG,4,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,5,5.0,23,1,1,0,1
NA,OTHER,107.0,DIETARY_SUPPLEMENT,3,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,71.0,BEHAVIORAL,2,,RANDOMIZED,NONE,PREVENTION,1,1,1.0,1,0,0,0,0
PHASE2,OTHER_GOV,126.0,PROCEDURE,2,1.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,2,1,0,0,0
PHASE3,INDUSTRY,282.0,DRUG,3,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,2,2.0,0,0,0,0,0
NA,OTHER,100.0,DEVICE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,2,2.0,1,0,1,0,0
PHASE1,INDUSTRY,33.0,BIOLOGICAL,0,0.0,RANDOMIZED,DOUBLE,PREVENTION,1,1,1.0,1,0,1,0,0
PHASE2,OTHER,45.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,3,3.0,1,0,0,1,1
PHASE3,OTHER,667.0,DRUG,2,,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,19,1,0,0,0
PHASE1,OTHER,52.0,DRUG,2,1.0,NON_RANDOMIZED,NONE,TREATMENT,3,2,0.6666666666666666,1,0,1,3,0
NA,OTHER_GOV,43.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,NONE,PREVENTION,3,3,1.0,4,1,0,3,0
NA,OTHER,0.0,OTHER,2,0.0,RANDOMIZED,QUADRUPLE,HEALTH_SERVICES_RESEARCH,1,6,6.0,1,0,0,1,1
PHASE2,OTHER,316.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,2,5,2.5,1,0,0,2,0
NA,OTHER,60.0,DIETARY_SUPPLEMENT,5,1.0,RANDOMIZED,TRIPLE,PREVENTION,1,1,1.0,1,0,0,0,1
NA,OTHER,46.0,PROCEDURE,7,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,4,4.0,2,1,1,0,0
NA,OTHER,36.0,DIETARY_SUPPLEMENT,3,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,3,3,1.0,1,0,1,0,0
NA,OTHER,88.0,PROCEDURE,3,0.0,RANDOMIZED,SINGLE,TREATMENT,6,5,0.8333333333333334,1,0,0,0,0
NA,INDUSTRY,189.0,BEHAVIORAL,3,0.0,RANDOMIZED,NONE,TREATMENT,2,2,1.0,1,0,1,1,0
PHASE1,INDUSTRY,16.0,DRUG,11,0.0,RANDOMIZED,DOUBLE,TREATMENT,3,4,1.3333333333333333,0,0,0,0,0
PHASE4,OTHER,70.0,DRUG,2,,RANDOMIZED,NONE,TREATMENT,1,2,2.0,1,0,0,0,0
NA,INDUSTRY,104.0,DEVICE,2,0.0,NON_RANDOMIZED,NONE,OTHER,1,2,2.0,6,1,1,0,0
NA,INDUSTRY,62.0,OTHER,3,0.0,RANDOMIZED,DOUBLE,OTHER,2,2,1.0,1,0,1,0,0
PHASE2/PHASE3,INDUSTRY,41.0,DRUG,10,0.0,NON_RANDOMIZED,NONE,TREATMENT,3,21,7.0,8,1,1,0,0
NA,OTHER,316.0,DEVICE,2,0.0,RANDOMIZED,NONE,DIAGNOSTIC,1,1,1.0,1,0,0,0,0
PHASE4,INDUSTRY,0.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,7,3.5,0,0,0,1,1
PHASE3,INDUSTRY,2000.0,DRUG,0,,NON_RANDOMIZED,NONE,TREATMENT,1,3,3.0,186,1,0,0,0
NA,OTHER,0.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,5,3,0.6,1,0,1,0,1
PHASE4,OTHER,27.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,1,0
PHASE3,OTHER,210.0,BEHAVIORAL,4,1.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,1,1,0
PHASE3,OTHER,721.0,DRUG,3,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,2,2.0,0,0,0,0,0
PHASE2,INDUSTRY,26.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,30,30.0,22,1,1,0,0
NA,OTHER,323.0,PROCEDURE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,7,7.0,1,0,0,0,0
PHASE2,INDUSTRY,97.0,DRUG,6,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,6,1,0,0,0
NA,OTHER,179.0,BEHAVIORAL,3,0.0,RANDOMIZED,SINGLE,PREVENTION,1,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,0.0,DRUG,2,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,6,7,1.1666666666666667,1,0,0,1,1
NA,OTHER,120.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,1,1,1.0,2,1,1,4,0
NA,OTHER,159.0,OTHER,2,,RANDOMIZED,NONE,UNKNOWN,1,4,4.0,1,0,0,0,0
PHASE2,NETWORK,222.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,4,4.0,61,1,0,4,0
PHASE1,INDUSTRY,28.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,4,4.0,1,0,0,0,0
PHASE2,OTHER,74.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,1,0,1,1,1
PHASE4,OTHER,96.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,0,0,0
PHASE4,OTHER,19.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,8,8.0,4,1,0,0,1
PHASE1/PHASE2,OTHER,30.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,3,1,0.3333333333333333,1,0,1,1,0
PHASE1,INDUSTRY,24.0,DRUG,3,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,4,4,1.0,1,0,1,0,0
NA,OTHER,26.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,1,0,0
PHASE1,OTHER,4.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,2,1,1,0,0
PHASE3,OTHER,75.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,2,1,1,3,0
NA,OTHER,58.0,PROCEDURE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,3,3.0,1,0,0,0,1
NA,NETWORK,50.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,12,12.0,1,0,1,0,0
PHASE2,INDUSTRY,10.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,10,10.0,2,1,0,0,0
PHASE1/PHASE2,OTHER,6.0,DRUG,2,1.0,NON_RANDOMIZED,NONE,TREATMENT,3,1,0.3333333333333333,1,0,0,0,1
PHASE2,OTHER,25.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,BASIC_SCIENCE,4,1,0.25,2,1,1,1,0
PHASE4,OTHER,110.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,0,0.0,1,0,1,1,0
NA,OTHER,62.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,PREVENTION,1,2,2.0,2,1,1,2,0
NA,INDUSTRY,24.0,DEVICE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,4,4.0,1,0,1,0,0
NA,OTHER,107.0,OTHER,2,0.0,RANDOMIZED,NONE,OTHER,1,0,0.0,1,0,0,0,0
PHASE3,INDUSTRY,56.0,DRUG,2,,RANDOMIZED,TRIPLE,TREATMENT,1,13,13.0,30,1,1,0,1
PHASE1,INDUSTRY,71.0,DRUG,2,,RANDOMIZED,NONE,OTHER,1,0,0.0,1,0,1,0,0
PHASE2,OTHER,30.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,1,0,0,0,0
PHASE2,INDUSTRY,10.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,2,2.0,6,1,0,0,1
NA,OTHER,27.0,OTHER,2,,RANDOMIZED,NONE,TREATMENT,1,5,5.0,1,0,0,0,0
NA,OTHER,121.0,DIETARY_SUPPLEMENT,3,1.0,RANDOMIZED,QUADRUPLE,OTHER,1,9,9.0,1,0,0,1,0
NA,OTHER,849.0,BEHAVIORAL,2,1.0,RANDOMIZED,NONE,PREVENTION,2,8,4.0,1,0,1,2,0
PHASE2,INDUSTRY,51.0,DRUG,3,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,12,12.0,8,1,0,0,0
NA,OTHER,80.0,DIETARY_SUPPLEMENT,2,,RANDOMIZED,TRIPLE,TREATMENT,1,3,3.0,1,0,0,0,0
PHASE3,INDUSTRY,0.0,DEVICE,2,1.0,RANDOMIZED,NONE,TREATMENT,1,7,7.0,0,0,0,0,1
NA,OTHER,7465.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,SCREENING,1,0,0.0,1,0,1,2,0
NA,OTHER,34.0,OTHER,2,0.0,NON_RANDOMIZED,NONE,SCREENING,1,6,6.0,1,0,0,1,0
NA,OTHER,244.0,OTHER,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,3,3.0,0,0,0,0,0
PHASE3,OTHER,196.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,3,3.0,2,1,1,1,0
PHASE2,INDUSTRY,45.0,DRUG,3,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,41,41.0,24,1,1,0,0
NA,OTHER,42.0,OTHER,3,0.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,1,0,0,0,0
NA,OTHER,60.0,DIAGNOSTIC_TEST,3,0.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,2,0,0.0,1,0,0,0,0
PHASE3,INDUSTRY,2208.0,DRUG,0,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,32,32.0,341,1,1,0,0
PHASE1,INDUSTRY,40.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE1,NIH,27.0,BIOLOGICAL,2,1.0,RANDOMIZED,TRIPLE,PREVENTION,1,2,2.0,4,1,1,0,0
PHASE2,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,0,0,0.0,3,1,1,0,1
PHASE4,OTHER,56.0,DRUG,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,2,2.0,1,0,0,0,0
NA,OTHER,13.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,2,1,1,1,1
NA,OTHER,66.0,OTHER,2,1.0,RANDOMIZED,NONE,TREATMENT,2,0,0.0,1,0,0,0,0
PHASE2,OTHER,22.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,3,3.0,1,0,1,0,1
PHASE1,INDUSTRY,16.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,3,11,3.6666666666666665,0,0,0,0,0
NA,OTHER,50.0,PROCEDURE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,0,0,0
PHASE3,OTHER,30.0,DEVICE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,1,0
NA,OTHER,850.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,PREVENTION,1,1,1.0,0,0,0,1,0
NA,OTHER,110.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,PREVENTION,1,6,6.0,1,0,1,1,1
NA,FED,30.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,5,5,1.0,1,0,1,0,0
NA,OTHER,60.0,OTHER,2,,RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,1,0,1,0,0
NA,OTHER,60.0,OTHER,2,,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,FED,42.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,SCREENING,1,1,1.0,2,1,1,1,0
NA,OTHER,0.0,OTHER,6,0.0,RANDOMIZED,DOUBLE,UNKNOWN,1,0,0.0,1,0,1,0,1
PHASE4,OTHER,28.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,1,0,0
PHASE3,OTHER,108.0,OTHER,3,,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,2,2,1.0,1,0,1,0,0
PHASE2,INDUSTRY,16.0,DRUG,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,3,1,1,0,0
PHASE2,INDUSTRY,150.0,DIETARY_SUPPLEMENT,3,0.0,RANDOMIZED,DOUBLE,PREVENTION,1,5,5.0,1,0,0,2,0
NA,OTHER,233.0,PROCEDURE,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,14,7.0,1,0,0,0,0
PHASE4,INDUSTRY,13.0,DRUG,0,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,0,0,0,0,1
NA,OTHER,66.0,BEHAVIORAL,3,0.0,RANDOMIZED,NONE,TREATMENT,4,0,0.0,1,0,0,0,0
PHASE4,INDUSTRY,798.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,93,1,0,0,0
PHASE2,OTHER,166.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,6,6.0,1,0,0,0,0
NA,OTHER,0.0,DRUG,2,1.0,RANDOMIZED,NONE,PREVENTION,1,0,0.0,0,0,0,0,1
PHASE2,OTHER,45.0,PROCEDURE,3,1.0,RANDOMIZED,SINGLE,TREATMENT,16,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,30.0,BIOLOGICAL,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,11,11.0,2,1,0,1,0
PHASE4,OTHER_GOV,37.0,DRUG,2,1.0,RANDOMIZED,NONE,PREVENTION,1,1,1.0,2,1,0,0,0
PHASE3,INDUSTRY,437.0,DRUG,1,,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,0,0,0,0,0
NA,OTHER,0.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,1,0,0,0,1
NA,OTHER,60.0,OTHER,2,,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,3,0,0.0,1,0,0,0,0
PHASE1,INDUSTRY,18.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,QUADRUPLE,OTHER,7,0,0.0,1,0,0,1,0
NA,OTHER,24.0,DEVICE,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,1,0,1
PHASE1/PHASE2,OTHER,50.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,1,0,1,1,0
NA,OTHER,518512.0,OTHER,2,0.0,NON_RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,2,4,2.0,1,0,1,0,0
PHASE4,OTHER,60.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,34.0,OTHER,2,,RANDOMIZED,SINGLE,TREATMENT,2,12,6.0,1,0,0,0,0
NA,OTHER,638.0,OTHER,2,0.0,RANDOMIZED,SINGLE,PREVENTION,1,8,8.0,1,0,0,0,0
PHASE2/PHASE3,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,0,0,0.0,7,1,0,1,0
NA,OTHER,93.0,OTHER,2,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,3,0,0.0,1,0,0,0,0
PHASE3,OTHER,150.0,PROCEDURE,3,0.0,RANDOMIZED,SINGLE,OTHER,3,1,0.3333333333333333,1,0,0,0,0
PHASE2,OTHER,17.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,2,1,0.5,1,0,1,1,1
NA,OTHER,133.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,OTHER,1,7,7.0,1,0,0,0,0
PHASE1,OTHER_GOV,0.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,1,0,0,0,1
NA,OTHER,153.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,4,4.0,1,0,0,0,0
NA,OTHER,1655.0,DEVICE,2,1.0,RANDOMIZED,SINGLE,PREVENTION,1,11,11.0,1,0,0,0,0
PHASE3,INDUSTRY,1246.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,12,12.0,186,1,1,0,0
